date,ki_role,ki_role_other,ki_resident,ki_disp_status,ki_gender,region,district,settlement,settlement_nearest,settlement_other,site_name,locale,settlement_type,number_families,number_individuals,ki_keeps_record,males_0_1,females_0_1,males_1_4,females_1_4,males_5_17,females_5_17,males_18_59,females_18_59,males_60_over,females_60_over,children,adult_males,adult_females,elderly_males,elderly_females,pop_idps,pop_refugees,pop_returning_idps,pop_returning_refugees,pop_host,idps_arrived,site_full,site_wall,site_expand,site_pathway,site_occupied,site_occupied_majority,camp_management,camp_management_other,cm_agency,committees_onsite,women_representation,conflict_resolution,community_space,womens_space,landowner,landowner_other,private_landowner,private_landowner_other,tenure_agreement,agreement_level,agreement_written,agreement_timed,agreement_expires,recognised_by_authority,rent_charged,rent_charged_other,past_flood,past_flood_date,eviction_three_months,idp_aoo_primary,idp_primary_left,idp_primary_left_other,idp_aoo_secondary,idp_secondary_left,idp_secondary_left_other,idp_aoo_tertiary,idp_tertiary_left,idp_tertiary_left_other,unacc_minors,separated_children,female_hh,child_hh,phys_disabled,mental_disabled,vuln_hh_location,friction_host,friction_site,eviction_notice,cfs_onsite,security_concerns,security_risks,free_movt_men,free_movt_women,free_movt_boys,free_movt_girls,night_light,physical_violence,security_provider,uasc_month,child_recruitment,shelter_types,shelter_types_other,shelter_number,electricity,shelter_support,shelter_support_types,shelter_support_types_other,shelter_lock,shelter_sleeping_sep,nfi_market_avail,nfi_market_distance,nfi_market_safe,wood_collection,wood_distance,toilets_male,toilets_female,toilets_nondisag,bathing,toilets_male_func,toilets_female_func,toilets_nondisag_func,bathing_func,handwashing_toilets,toilets_lock,toilets_lit,toilets_dist,potable_water,potable_water_functioning,water_problems,damaged,dry,polluted,other33,water_problems_other,water_sources,water_sources_other,water_source_distance,water_avail_days,waste_disposal,food_distr,food_distr_freq,food_distr_last,food_market_avail,food_market_dist,food_source,health_avail,health_dist,female_staff,health_birth,impediments_women,types_impediments,types_impediments_other,impediments_othergroups,health_issues,health_issues_other,disease_outbreak,outbreak_last,outbreak_type,outbreak_other,school_avail,school_dist,school_type,school_type_other,nutrition_avail,nutrition_dist,nutrition_service,nutrition_service_other,info_sources,info_sources_other,info_needs,info_needs_other,info_sufficient,complaints_mechanism,primary_language,secondary_languages,geopoint_latitude,geopoint_longitude,n_validation/reliable_ki,n_validation/supported_obs
42997,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Tuurjaale,urban,spontaneous_site,630,3780,no, , , , , , , , , , ,1890,210,306,600,774,500,130,0,0,0,0,yes,no,no,no,35073,36536,no_management, , ,residents,no,committees community_leader,yes,no,private, ,business, ,informal,community, ,no, ,no,no_rent, ,no, ,no,banadir,conflict_community conflict_surrounding, ,lower_juba,conflict_community conflict_surrounding, ,bay,conflict_community conflict_surrounding, ,5,20,330,200,15,5,yes,yes,yes,no,no,none, ,yes,yes,yes,yes,yes,no,nat_police,no,no,buul tent,,600,no,yes,emergency, ,yes,no,yes,10,yes,no, ,0,0,38,0, , ,30, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,10,6,monthly,inkind,monthly,42979,yes,10,market,yes,10,yes,yes,no, , ,yes,malaria, ,yes,42370,malaria, ,no, , , ,no, , , ,friends_family radio, ,missing_persons health contact_aid, ,no,no,somali_standard,somali_maay,11.27375363,49.18626801,yes,yes
42998,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Alkheyr,peri_urban,spontaneous_site,381,2286,no, , , , , , , , , , ,950,500,600,86,150,243,88,0,0,50,15,yes,no,no,no,40915,41283,residents, , ,residents womens wash health education, ,committees community_leader,no,no,private, ,host, ,formal,community,written,yes,1/1/2018,yes,no_rent, ,no, ,no,banadir,conflict_community, ,bay,conflict_community conflict_surrounding, ,hiraan,conflict_community conflict_surrounding, ,3,10,30, ,15,5,yes,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan,no,no,buul cgi,Buushash,381,no,no, , ,yes,no,no, , ,yes,360,30,30,30,10,30,30,30,10,no,yes,no,no,yes,yes, , , , , , ,burkad, ,3,2,monthly,none, , ,no, ,market,no, , ,yes, , , , ,cholera_awd malaria other,Canbaarta,yes,42740,malaria, ,no, , , ,no, , , ,friends_family government_official radio, ,food health water shelter, ,no,no,somali_standard,somali_benaadir,11.2674325,49.2028679,yes,yes
42999,community_leader, ,yes,idp,female,bari,bossaso,NC-3901-T26-001, , ,Kaam suweyto,urban,spontaneous_site,470,2350,no, , , , , , , , , , ,500,650,750,160,290,390,80,0,0,0,0,yes,no,no,no,36008,36008,local_authority, , ,residents,yes,local_government,yes,no,private, ,host, ,formal,community,written,yes,11/1/2017,yes,no_rent, ,no, ,no,middle_shabelle,conflict_community, ,middle_juba,conflict_community, ,lower_shabelle,conflict_community, ,10,30,225, ,12,4,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul,Iyo safiitoyin aan badneyn,470,no,no, , ,yes,no,no, , ,no, ,0,0,14,0, , ,14, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,1,7,never,none, , ,yes,1,borrowing,no, ,,yes, , , , ,malaria, ,yes,42826,malaria, ,no, , , ,no, , , ,religious_leader community_leader radio, ,health contact_aid, ,no,yes,somali_standard,somali_maay,11.28985895,49.18763911,yes,yes
42998,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buureelay,peri_urban,planned_site,380,2280,no, , , , , , , , , , ,880,580,620,80,120,310,70,0,0,0,10,yes,no,yes,no,40914,41283,no_management, , ,womens wash, ,committees community_leader,no,yes,private, ,host, ,formal,community,written,yes,12/1/2017,yes,no_rent, ,no, ,no,lower_shabelle,conflict_community, ,bay,conflict_community conflict_surrounding, ,bakool,conflict_community, , ,50,150, ,30,10,yes,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan,yes,no,buul,Buush,380,yes,no, , ,yes,no,no, , ,yes,360,0,0,20,0, , ,20, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,2,1,weekly,none, , ,no, ,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42740,malaria, ,no, , , ,no, , , ,friends_family tv radio, ,food health shelter, ,no,no,somali_standard,somali_benaadir somali_maay,11.26715451,49.20211713,yes,yes
42998,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Ajuuraan B,peri_urban,spontaneous_site,350,2100,no, , , , , , , , , , ,1200,320,430,70,80,230,70,50,0,0,70,yes,no,yes,yes,36529,41283,residents, , ,residents womens elder_meeting wash health, ,committees community_leader elders,no,no,private, ,host, ,informal,community, ,yes,9/1/2018,yes,cash, ,no, ,no,bay,conflict_community no_livelihoods no_services, ,woqooyi_galbeed,drought no_livelihoods no_services, ,middle_shabelle,conflict_community floods no_livelihoods, ,70,50,60,30,15,5,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,yes,yes,informal_sec,no,no,cgi,Jiingad,350,no,no, , ,yes,yes,no, , ,no, ,0,0,0,0, , , , , , ,no,no,yes,yes, , , , , , ,burkad, ,10,7,weekly,none, , ,yes,15,household,yes,15,yes,yes,yes,no_money, ,no,malaria, ,yes,42740,malaria, ,yes,10,ecd quranic, ,no, , , ,friends_family community_leader radio, ,food health water shelter, ,no,yes,somali_standard,somali_maay,11.26897777,49.20393567,yes,yes
42994,community_leader, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Kaam tawakal,urban,planned_site,1470,8820,yes,1000,1500,500,1000,700,1000,1000,2000,200,100, , , , , ,1246,63,25,0,137,0,yes,yes,yes,yes,37628,37628,no_management, , ,residents womens wash health education, ,committees community_leader local_government elders,yes,yes,private, ,host, ,formal,community,written,yes,9/1/2019,yes,no_rent, ,no, ,no,hiraan,conflict_community conflict_other, ,banadir,conflict_community conflict_other, ,middle_shabelle,conflict_community conflict_surrounding conflict_other, ,30,35,6, ,20,4,yes,no,no,yes,no,eviction, ,yes,no,yes,no,no,no,nat_police,no,no,buul tent timber_plastic wattle_daub,,1470,yes,no, , ,yes,yes,yes,5,yes,yes,10,0,0,0,0, , , , , , ,no,no,yes,yes, , , , , , ,burkad, ,2,4,daily,none, , ,yes,5,market,yes,2,yes,yes,no, , ,no,cholera_awd malaria polio diphtheria other,Qaliinka dumarka,yes,42736,cholera_awd, ,no, , , ,yes,2,sc, ,friends_family community_leader radio, ,shelter, ,no,yes,somali_standard,none,11.2817917,49.16627932,yes,yes
42998,gatekeeper elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,New Biyokulule,urban,spontaneous_site,557,3342,no, , , , , , , , , , ,2200,400,560,80,102,500,50,0,7,0,12,yes,no,no,no,40912,42009,community_leader, , ,womens wash health education childrens, ,committees community_leader local_government,no,no,private, ,host, ,formal,community,written,yes,9/1/2019,yes,no_rent, ,no, ,no,hiraan,conflict_community conflict_other drought, , , , , , , ,15,50,150,5,10,5,no,no,no,yes,no,eviction, ,yes,no,yes,no,no,no,clan,no,no,timber_plastic cgi,,557,no,no, , ,yes,no,no, , ,yes,180,0,0,40,0, , ,40, ,no,yes,no,no,yes,yes, , , , , , ,burkad tank other,Bir laqu shubey biya,5,6,weekly,none, , ,no, ,household,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42741,cholera_awd, ,no, , , ,no, , , ,religious_leader radio, ,food water shelter other,bahi wax barasho into caafimadka,no,no,somali_standard,somali_maay,11.26761631,49.20713903,yes,yes
42997,community_leader, ,yes,refugee,male,bari,bossaso,NC-3901-T26-001, , ,Camp Shilkow,urban,spontaneous_site,280,1680,no, , , , , , , , , , ,700,400,460,40,80,150,50,30,50,0,15,yes,no,no,yes,41642,41642,residents, , ,elder_meeting wash,no,committees community_leader elders,yes,no,private, ,host, ,formal,community,written,yes,2/1/2018,yes,cash, ,no, ,no,hiraan,conflict_community conflict_other drought, , , , , , , ,130,56,40,15,10,2,no,no,no,no,no,eviction, ,yes,yes,yes,yes,no,no,clan,no,no,cgi,,280,no,no, , ,yes,no,no, , ,no, ,0,0,28,0, , ,0, ,no,yes,no,yes,yes,yes, , , , , , ,burkad tank, ,5,6,daily,none, , ,yes,20,household,yes,10,yes,no,no, , ,no,cholera_awd malaria, ,yes,42741,cholera_awd, ,no, , , ,no, , , ,friends_family tv community_leader, ,food health water shelter other,Abhi waxbarasho .caafimaad,no,yes,somali_standard,somali_maay,11.26616971,49.21110552,yes,yes
42999,elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Xaafatul Carab,urban,spontaneous_site,200,1200,no, , , , , , , , , , ,640,200,250,50,60,120,45,15,20,0,10,yes,no,no,yes,37990,38726,no_management, , ,residents,yes,committees elders,no,no,private, ,host, ,informal,community, ,no, ,no,cash, ,no, ,no,bay,conflict_other no_livelihoods no_services, ,banadir,conflict_community no_livelihoods, ,lower_juba,conflict_community floods no_livelihoods no_services, , ,10,20, ,10,5,no,no,no,yes,no,eviction, ,yes,yes,yes,yes,no,no,clan,no,no,buul timber_plastic,Buul kasamaysan qoryo iyo karatiin,200,no,no, , ,yes,no,no, , ,no, ,0,0,0,0, , , , , , ,no,yes,no, , , , , , , , , ,30,7,weekly,inkind,less_frequent,42979,no, ,household,no, ,yes,yes,no, , , ,malaria, ,yes,42740,malaria, ,yes,15,ecd, ,no, , , ,friends_family radio, ,food health contact_aid water shelter, ,no,no,somali_maay,somali_benaadir,11.28695568,49.17836177,yes,yes
42995,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,55aad,urban,spontaneous_site,317,2020,no, , , , , , , , , , ,1000,500,300,20,200,250,40,0,0,27,317,yes,no,yes,no,38361,38726,local_authority, , ,other,no,elders,no,no,not_known, , , , , , , , ,no,cash, ,no, ,no,banadir,conflict_community conflict_other, ,hiraan,conflict_other, ,lower_shabelle,conflict_community, ,30,5,25,15,3,2,no,no,no,no,no,none, ,yes,yes,yes,yes,yes,yes,clan,no,no,timber_plastic,Buul,360,yes,no, , ,yes,yes,no, , ,no, ,0,0,30,30, , ,0,30,no,yes,no,no,yes,yes, , , , , , ,burkad, ,5,2,more_month,none, , ,yes,30,market,yes,40,yes,yes,no, , ,no,cholera_awd malaria other,Dhiigarka,no,39459,cholera_awd, ,no, , , ,no, , , ,religious_leader, ,food water, ,yes,yes,somali_standard,somali_benaadir,11.28705561,49.16874371,yes,yes
42996,community_leader, ,yes,refugee,male,bari,bossaso,NC-3901-T26-001, , ,Banaadir B,urban,planned_site,340,2040,no, , , , , , , , , , ,850,500,550,60,80,300,40,0,0,0,15,yes,yes,yes,yes,40917,40917,no_management, , ,residents health,no,committees elders,no,no,private, ,host, ,formal,community,written,yes,4/1/2018,yes,no_rent, ,no, ,no,banadir,conflict_community, ,hiraan,conflict_community conflict_surrounding, ,lower_juba,conflict_community, , ,15,35, ,7,2,yes,no,no,no,no,violence_children, ,yes,yes,yes,yes,no,yes,clan,no,no,buul cgi,Buushash,340,no,no, , ,yes,no,no, , ,yes,120,0,0,15,0, , ,15, ,no,yes,no,no,yes,yes, , , , , , ,tank, ,3,2,weekly,none, , ,no, ,market,no, , ,yes, , , , ,cholera_awd malaria, ,yes,42739,cholera_awd, ,no, , , ,yes,1,otp iycf, ,friends_family tv radio, ,food health, ,no,no,somali_standard,somali_benaadir somali_maay,11.27333172,49.20844081,yes,yes
42994,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Boqolka buush,urban,spontaneous_site,900,5400,no, , , , , , , , , , ,1000,700,500,100,300,792,36,22,0,36,100,yes,no,no,no,33977,40189,residents, , ,wash health education childrens,yes,elders,no,no,private, ,host, ,none, , , , ,no,cash, ,yes,41275,yes,hiraan,conflict_other, ,lower_shabelle,conflict_surrounding, ,bay,conflict_community, ,20,100,200,150,18,6,yes,yes,no,yes,no,eviction violence_children, ,yes,yes,yes,yes,no,no,clan,yes,no,other,Buushash,2000,yes,no, , ,yes,yes,no, , ,no, ,0,0,8,2, , ,8,2,no,no,no,no,yes,yes, , , , , , ,burkad, ,5,7,never,none, , ,yes,3,market,yes,20,yes,yes,no, , ,no,cholera_awd malaria, ,yes,42740,cholera_awd, ,yes,5,primary, ,yes,10,iycf, ,tv, ,other,Dhul ey dagaan,no,no,somali_standard,somali_benaadir,11.28312217,49.16906213,yes,yes
42996,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buulo dhoto,urban,spontaneous_site,750,4500,no, , , , , , , , , , ,3000,140,160,600,600,700,30,10,5,5,0,yes,yes,no,yes,34342,37266,no_management, , ,residents,no,committees,no,no,private, ,business, ,none, , , , ,no,no_rent, ,no, ,no,middle_shabelle,conflict_community conflict_surrounding, ,lower_shabelle,conflict_community conflict_surrounding, ,bay,conflict_community conflict_surrounding, ,10,70,350,90,40,10,no,yes,yes,yes,no,none, ,yes,yes,yes,yes,yes,no,nat_police,no,no,buul tent,,710,no,no, , ,no,no,no, , ,no, ,0,0,10,0, , ,6, ,no,no,no,no,yes,yes, , , , , , ,burkad, ,10,7,never,none, , ,no, ,market,no, ,yes,yes,no, , , ,malaria diphtheria, ,yes,42370,malaria, ,no, , , ,no, , , ,radio, ,missing_persons health contact_aid, ,no,no,somali_maay,somali_standard,11.28198653,49.197997,yes,yes
42996,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Gawraca,urban,spontaneous_site,200,400,no, , , , , , , , , , ,150,100,90,40,20,170,30,0,0,0,20,no,no,yes,yes,41883,42248,local_authority, , ,womens, ,local_government,no,no,not_known, , , , , , , , ,yes,no_rent, ,no, ,yes,banadir,conflict_other, ,bay,conflict_surrounding, ,middle_shabelle,conflict_community, , ,10,50,2,1,1,yes,yes,no,yes,no,eviction disputes_hc gbv, ,yes,no,yes,no,no,yes,nat_army,no,no,buul,Bushash,450,no,no, , ,yes,yes,no, , ,yes,100,0,0,8,0, , ,8, ,no,yes,no,no,yes,no,other,0,0,0,1,Lacag la.aan,burkad, ,5,3,weekly,none, , ,yes,10,market,no, ,,no, , , , ,none, ,no,42795,malaria, ,no, , , ,no, , , ,friends_family radio, ,food health water shelter, ,no,yes,somali_standard,somali_benaadir,11.25184743,49.18552756,yes,yes
42005,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,New shabeele,urban,planned_site,408,2448,no, , , , , , , , , , ,998,580,670,85,115,382,26,0,0,0,0,yes,no,yes,no,39084,39448,no_management, , ,womens wash health education, ,committees,no,no,private, ,host, ,formal,community,written,yes,1/1/2022,yes,no_rent, ,no, ,no,hiraan,conflict_community drought, ,bakool,conflict_community drought, ,banadir,conflict_community drought, , ,10,50, ,5,5,yes,no,no,no,no,none, ,yes,yes,yes,yes,yes,no,clan,no,no,buul cgi,Buushash,300,no,no, , ,no,no,no, , ,no, ,10,10,10,0,10,10,10, ,no,yes,no,no,yes,yes, , , , , , ,burkad, ,3,3,never,none, , ,no, ,market,no, , ,no, , , , ,cholera_awd malaria, ,yes,42739,malaria, ,yes,2,primary, ,yes,30,otp, ,friends_family tv radio, ,food health water shelter, ,no,yes,somali_standard,somali_benaadir somali_maay,11.26997775,49.1958747,yes,yes
42994,elder, ,yes,hc,male,bari,bossaso,NC-3901-T26-001, , ,Ugbaad,urban,planned_site,300,1800,no, , , , , , , , , , ,300,50,50,50,50,20,20,0,0,180,10,yes,no,yes,no,40919,40920,local_authority, , ,residents,no,elders,no,no,private, ,business, ,dnk, , , , ,dnk,no_rent, ,no, ,no,bari,conflict_community, ,bay,conflict_community, ,bakool,conflict_community, ,5,10,10, ,1, ,no, ,no,no,no,none, ,yes,yes,no,no,no,no,informal_sec,no,no,buul,,300,no,no, , ,yes,no,no, , ,yes,3,6,6,1,0,6,6,1, ,no,yes,no,no,yes,yes, , , , , , ,tank, ,3,1,weekly,inkind,less_frequent,42887,no, ,market,yes,7,yes,yes,no, , ,no,other,Dhaqaale xumo,no,42373,malaria, ,yes,2,primary, ,yes,7,otp, ,friends_family tv radio, ,food, ,no,no,somali_standard,somali_maay,11.26541042,49.17491237,yes,yes
42999,gatekeeper elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Baroda bossasso,urban,spontaneous_site,350,2100,no, , , , , , , , , , ,1400,200,400,25,75,300,10,0,10,30,10,yes,yes,no,yes,39692,41518,community_leader, , ,womens wash health education childrens, ,committees community_leader local_government elders,no,no,private, ,host, ,formal,community,written,yes,1/1/2020,yes,no_rent, ,no, ,no,banadir,conflict_community conflict_other drought, , , , , , , ,20,10,70,10,40,3,no,no,no,no,no,eviction, ,yes,yes,yes,yes,no,no,informal_sec,yes,no,other_block brick,,145,no,yes,site_planning other,Loo dhisey guriya bulkeeti,yes,no,no, , ,no, ,10,10,40,15,10,10,40,15,no,yes,no,no,yes,yes, , , , , , ,burkad tank, ,5,5,weekly,none, , ,no, ,household,yes,10,yes,yes,no, , ,no,cholera_awd malaria other,Nafaqo dharo,yes,42887,cholera_awd, ,no, , , ,yes,5,otp tsfp iycf micronutrient_supplementation, ,religious_leader tv radio, ,food health access_id water shelter, ,no,no,somali_maay,somali_standard,11.26975658,49.20264941,yes,yes
42999,other,Gurijoog,yes,idp,female,bari,bossaso,NC-3901-T26-001, , ,Bariga Bosaso,urban,spontaneous_site,350,2100,no, , , , , , , , , , ,1400,200,400,25,75,300,10,0,10,30,10,yes,no,no,yes,39934,39965,community_leader, , ,residents,no,community_leader elders,no,no,local_authority, , , ,none, , , , ,yes,no_rent, ,no, ,no,banadir,conflict_community conflict_surrounding conflict_other, ,hiraan,conflict_community conflict_surrounding conflict_other drought, ,lower_shabelle,conflict_community conflict_surrounding conflict_other no_livelihoods no_services, , ,12, , , , ,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,yes,no,nat_police,yes,yes,brick,Noockale majiro,142,yes,yes,transitional, ,no,yes,no, , ,no, ,0,0,25,0, , ,25, ,no,yes,no,no,no, , , , , , , , , ,30, ,never,none, , ,no, ,market,yes,5,yes,yes,no, , ,no,none, ,no,42856,other,Kaduudiye,yes,15,primary quranic, ,yes,5,otp tsfp, ,friends_family tv radio, ,food health access_id contact_aid shelter, ,no,no,somali_standard,somali_maay,11.26962799,49.20256295,yes,yes
42999,community_leader elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buulo qosax,urban,spontaneous_site,180,1080,no, , , , , , , , , , ,700,80,250,15,35,140,10,10,10,10,180,yes,yes,no,yes,34701,38726,residents, , ,womens wash health education childrens, ,committees community_leader local_government elders,no,no,private, ,host, ,informal,community, ,no, ,no,cash, ,no, ,yes,banadir,conflict_community conflict_other drought, , , , , , , ,10,30,10,5,5,8,yes,no,no,yes,no,eviction disputes_hc violence_children discriminatiion gbv, ,yes,yes,yes,yes,no,yes,clan,yes,no,timber_plastic cgi,,180,no,no, , ,yes,no,yes,20,no,no, ,0,0,10,0, , ,10, ,no,yes,no,yes,no, , , , , , , , , ,20,6,more_month,none, , ,yes,10,household,yes,30, ,no, , , ,no,cholera_awd malaria, ,yes,42741,cholera_awd, ,no, , , ,yes,50,tsfp micronutrient_supplementation, ,religious_leader tv radio, ,food health access_id water shelter other,Bashir waxbarasho,no,no,somali_standard,somali_maay,11.27684716,49.18049397,yes,yes
42998,community_leader, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Kaamka saylada jeelka,rural,spontaneous_site,375,1500,yes,50,100,150,200,200,320,140,200,80,60, , , , , ,375,0,0,0,0,60,yes,no,yes,no,40550,41649,local_authority, , ,residents womens elder_meeting wash health education childrens, ,committees local_government elders,no,no,private, ,host, ,formal,community,written,yes,10/1/2022,yes,no_rent, ,no, ,no,mudug,conflict_surrounding, ,banadir,conflict_community, ,hiraan,conflict_community, ,30,15,20,6,15,15,yes,no,no,no,no,none, ,yes,yes,yes,yes,no,yes,nat_police,yes,no,buul,,375,no,no, , ,yes,yes,no, , ,yes,90,0,0,40,0, , ,40, ,no,no,no,no,yes,yes, , , , , , ,burkad, ,4,3,weekly,none, , ,no, ,market,no, , ,no, , , , ,none, ,no,41648,malaria, ,no, , , ,no, , , ,friends_family community_leader radio, ,food water shelter, ,no,yes,somali_standard,somali_benaadir,11.25945762,49.19885701,yes,yes
42997,camp_manager, ,yes,idp,female,bari,bossaso,NC-3901-T26-001, , ,Ajuuraan A,urban,spontaneous_site,558,5022,no, , , , , , , , , , ,3000,1000,105,900,17,550,0,0,0,8,150,yes,no,no,no,41426,41883,community_leader, , ,residents womens elder_meeting wash, ,committees elders,no,no,private, ,business, ,formal,community,written,yes,2/1/2018,yes,cash, ,no, ,no,bay,conflict_community conflict_surrounding conflict_other, ,bakool,conflict_community conflict_surrounding conflict_other, ,lower_shabelle,conflict_community conflict_surrounding conflict_other, ,300,250,260,240,115,20,yes,yes,no,yes,no,eviction violence_children discriminatiion gbv, ,yes,yes,yes,yes,no,no,nat_police,yes,no,buul tent timber_plastic,,560,no,yes,dnk, ,no,no,no, , ,no, ,0,0,40,0, , ,40, ,no,no,no,no,yes,yes, , , , , , ,burkad, ,3,1,weekly,none, , ,no, ,market,no, ,,yes, , , , ,malaria, ,yes,42948,malaria, ,yes,3,quranic, ,no, , , ,friends_family radio, ,health contact_aid shelter other,Waxbarsho iyo caafimaad,yes,no,somali_standard,somali_benaadir somali_maay,11.26509542,49.20293301,yes,yes
42995,elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buulo Mingis A,urban,spontaneous_site,880,5280,no, , , , , , , , , , ,2300,613,800,552,735,800,0,20,0,15,3,yes,no,no,no,34708,40552,local_authority, , ,residents womens health education childrens, ,committees community_leader local_government elders,no,no,private, ,host, ,informal,family, ,no, ,yes,no_rent, ,no, ,no,bay,conflict_community conflict_other drought, ,banadir,conflict_community conflict_other drought, ,middle_juba,conflict_community conflict_other drought, , ,45,39,2,5,2,yes,no,no,no,no,eviction, ,yes,yes,yes,yes,yes,no,clan,no,no,buul timber_plastic brick cgi,,650,yes,no, , ,yes,no,no, , ,no, ,0,0,40,0, , ,20, ,no,yes,no,yes,yes,yes, , , , , , ,burkad tank, ,30, ,more_month,none, , ,yes,20,market,yes,10,yes,yes,no, , ,no,malaria, ,no,42740,cholera_awd, ,no, , , ,yes,10,otp bsfp, ,friends_family radio, ,health security contact_aid shelter, ,no,no,somali_maay,somali_standard somali_benaadir,11.28003526,49.20017182,yes,yes
42997,elder, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Buulo Mingis B,urban,spontaneous_site,950,4750,no, , , , , , , , , , ,2300,650,800,400,600,950,0,0,0,0,0,yes,no,yes,yes,40552,41283,no_management, , ,residents elder_meeting wash education,yes,committees community_leader elders,no,no,private, ,host, ,informal,community, ,yes,9/1/2018,yes,cash, ,no, ,no,banadir,conflict_community conflict_other, , , , , , , ,150,250,100,60,30,15,yes,no,no,yes,no,eviction, ,yes,yes,yes,yes,yes,yes,clan,yes,no,buul cgi other,Safiito,1000,yes,yes,emergency site_planning, ,yes,no,no, , ,no, ,0,0,30,0, , ,30, ,no,yes,no,yes,yes,yes, , , , , , ,burkad tank_tap tank, ,2,6,more_month,none, , ,no, ,household,no, , ,no, , , , ,other,Bus bus,yes,42741,cholera_awd, ,no, , , ,yes,5,otp iycf, ,tv community_leader radio, ,food water shelter other,Waxbarasho,no,no,somali_maay,somali_standard,11.26730528,49.21232188,yes,yes
42998,camp_manager, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Kaamka Xamarwayne,rural,spontaneous_site,350,2450,yes,150,200,300,300,250,350,300,450,80,70, , , , , ,350,0,0,0,0,0,yes,no,yes,no,42011,42011,no_management, , ,residents womens wash health education childrens, ,committees local_government elders,no,no,private, ,host, ,formal,community,written,yes,9/1/2020,yes,no_rent, ,no, ,no,banadir,conflict_community, ,lower_juba,conflict_community, ,hiraan,conflict_community, ,50,100,100,50,15,5,no,no,no,no,no,none, ,yes,yes,yes,yes,no,no,nat_police,no,no,buul tent timber_plastic cgi,,350,no,no, , ,yes,no,no, , ,no, ,0,0,27,0, , ,27, ,no,no,no,no,yes,yes, , , , , , ,burkad, ,10,3,weekly,none, , ,yes,60,market,no, , ,no, , , , ,diphtheria, ,no,42013,malaria, ,no, , , ,no, , , ,friends_family community_leader radio, ,food health water shelter, ,no,yes,somali_standard,somali_maay,11.26015605,49.20450575,yes,yes
42999,gatekeeper, ,yes,idp,male,bari,bossaso,NC-3901-T26-001, , ,Biyo kulule A,urban,spontaneous_site,500,2500,yes,150,150,200,200,400,420,400,500,60,20, , , , , ,500,0,0,0,0,10,yes,no,yes,yes,40187,40917,local_authority, , ,residents womens elder_meeting wash health education childrens, ,committees local_government elders,no,no,private, ,host, ,formal,community,written,yes,9/1/2020,yes,no_rent, ,no, ,no,bari,conflict_community, ,banadir,conflict_community, ,lower_juba,conflict_community, ,20,15,15, ,5,4,no,no,no,no,no,eviction, ,yes,no,yes,no,no,no,nat_police,no,no,buul cgi,,500,no,no, , ,yes,no,no, , ,no, ,0,0,20,0, , ,20, ,no,no,no,no,yes,yes, , , , , , ,kiosk burkad, ,4,4,weekly,none, , ,yes,4,market,yes,5,yes,yes,no, , ,no,malaria, ,yes,42013,malaria, ,no, , , ,no, , , ,friends_family community_leader radio, ,food water market_prices, ,no,yes,somali_standard,somali_benaadir,11.27733626,49.19564835,yes,yes
